,date_channel,count,date,channel_name
2523,2017-05-01ds_cool_stuff,1,2017-05-01,ds_cool_stuff
2524,2016-11-18online-courses,1,2016-11-18,online-courses
2525,2017-08-25mdsi_datacamp,1,2017-08-25,mdsi_datacamp
2526,2018-03-08mdsi_cicaround_help,1,2018-03-08,mdsi_cicaround_help
2527,2016-06-02ds_cool_stuff,1,2016-06-02,ds_cool_stuff
2528,2017-04-06statistical_thinking,1,2017-04-06,statistical_thinking
2529,2019-03-19mdsi_dvn_aut_19,1,2019-03-19,mdsi_dvn_aut_19
2530,2019-03-09mdsi_19,1,2019-03-09,mdsi_19
2531,2017-04-17mdsi_help,1,2017-04-17,mdsi_help
2532,2018-09-22inconvenienttruth,1,2018-09-22,inconvenienttruth
2533,2016-07-03stack_underflow,1,2016-07-03,stack_underflow
2534,2017-03-20study-group,1,2017-03-20,study-group
2535,2019-01-03events-of-interest,1,2019-01-03,events-of-interest
2536,2018-04-24mdsi_dvn_aut_18,1,2018-04-24,mdsi_dvn_aut_18
2537,2019-03-13dev_machine_learning,1,2019-03-13,dev_machine_learning
2538,2016-10-17stack_underflow,1,2016-10-17,stack_underflow
2539,2017-02-26dev_python,1,2017-02-26,dev_python
2540,2017-07-26ilab2_spring_2017,1,2017-07-26,ilab2_spring_2017
2541,2017-04-15sleepyheads,1,2017-04-15,sleepyheads
2542,2017-04-02mdsi_announcements,1,2017-04-02,mdsi_announcements
2543,2016-11-30mdsi_announcements,1,2016-11-30,mdsi_announcements
2544,2017-09-11datasciencefiction,1,2017-09-11,datasciencefiction
2545,2017-06-17dev_datasets,1,2017-06-17,dev_datasets
2546,2017-02-23mdsi_announcements,1,2017-02-23,mdsi_announcements
2547,2017-09-07mdsi_cicaround_help,1,2017-09-07,mdsi_cicaround_help
2548,2017-05-19dadm_aut_17,1,2017-05-19,dadm_aut_17
2549,2018-03-07dev_machine_learning,1,2018-03-07,dev_machine_learning
2550,2017-04-26dsi-at2-teamsatata,1,2017-04-26,dsi-at2-teamsatata
2551,2017-09-2936100decepticons,1,2017-09-29,36100decepticons
2552,2018-06-03dvn2018autteam4,1,2018-06-03,dvn2018autteam4
2553,2018-10-04mdsi_electives,1,2018-10-04,mdsi_electives
2554,2016-09-15heisenberg,1,2016-09-15,heisenberg
2555,2017-02-17mdsi_announcements,1,2017-02-17,mdsi_announcements
2556,2018-05-22mdsi_electives,1,2018-05-22,mdsi_electives
2557,2019-02-06dev_python,1,2019-02-06,dev_python
2558,2017-02-20dev_python,1,2017-02-20,dev_python
2559,2017-08-15dev_r,1,2017-08-15,dev_r
2560,2018-08-04mdsi_ilab1_spr_18,1,2018-08-04,mdsi_ilab1_spr_18
2561,2017-03-19mdsi_help,1,2017-03-19,mdsi_help
2562,2017-09-19dev_data_vis,1,2017-09-19,dev_data_vis
2563,2018-12-07dev_python,1,2018-12-07,dev_python
2564,2018-08-08dev_r,1,2018-08-08,dev_r
2565,2016-09-29mdsi_announcements,1,2016-09-29,mdsi_announcements
2566,2018-10-26dev_data_vis,1,2018-10-26,dev_data_vis
2567,2017-03-10ds_hackathons,1,2017-03-10,ds_hackathons
2568,2018-09-25mdsi_stds_spr_18,1,2018-09-25,mdsi_stds_spr_18
2569,2018-03-11mdsi_cicaround_help,1,2018-03-11,mdsi_cicaround_help
2570,2017-09-12oth_random,1,2017-09-12,oth_random
2571,2018-03-25mdsi_announcements,1,2018-03-25,mdsi_announcements
2572,2018-12-31dev_data_vis,1,2018-12-31,dev_data_vis
2573,2019-03-12ds_jobs,1,2019-03-12,ds_jobs
2574,2018-10-24mdsi_announcements,1,2018-10-24,mdsi_announcements
2575,2017-07-20ilab2_spring_2017,1,2017-07-20,ilab2_spring_2017
2576,2018-02-22ds_hackathons,1,2018-02-22,ds_hackathons
2577,2017-07-11mdsi_announcements,1,2017-07-11,mdsi_announcements
2578,2018-09-14spring_stds_assign2,1,2018-09-14,spring_stds_assign2
2579,2016-10-11dev_data_vis,1,2016-10-11,dev_data_vis
2580,2018-10-28mdsi_announcements,1,2018-10-28,mdsi_announcements
2581,2018-10-25mdsi_announcements,1,2018-10-25,mdsi_announcements
2582,2018-06-21mdsi_datacamp,1,2018-06-21,mdsi_datacamp
2583,2018-12-12mdsi_announcements,1,2018-12-12,mdsi_announcements
2584,2016-11-04ds_hackathons,1,2016-11-04,ds_hackathons
2585,2019-03-13mdsi_sina_aut_19,1,2019-03-13,mdsi_sina_aut_19
2586,2017-05-03ds_cool_stuff,1,2017-05-03,ds_cool_stuff
2587,2018-02-22mdsi_datacamp,1,2018-02-22,mdsi_datacamp
2588,2017-09-01mdsi_announcements,1,2017-09-01,mdsi_announcements
2589,2017-07-03dev_datasets,1,2017-07-03,dev_datasets
2590,2017-05-05dev_machine_learning,1,2017-05-05,dev_machine_learning
2591,2017-06-20ds_cool_stuff,1,2017-06-20,ds_cool_stuff
2592,2017-04-11mdsi_announcements,1,2017-04-11,mdsi_announcements
2593,2017-04-11dev_data_vis,1,2017-04-11,dev_data_vis
2594,2017-11-15dev_data_vis,1,2017-11-15,dev_data_vis
2595,2016-08-1137459-mda,1,2016-08-11,37459-mda
2596,2017-03-21sleepyheads,1,2017-03-21,sleepyheads
2597,2017-10-18datasciencefiction,1,2017-10-18,datasciencefiction
2598,2018-01-21mdsi_announcements,1,2018-01-21,mdsi_announcements
2599,2019-03-21dev_machine_learning,1,2019-03-21,dev_machine_learning
2600,2018-07-24mdsi_dam_aut_18,1,2018-07-24,mdsi_dam_aut_18
2601,2017-01-06mdsi_announcements,1,2017-01-06,mdsi_announcements
2602,2017-08-22dev_data_vis,1,2017-08-22,dev_data_vis
2603,2017-08-16dev_r,1,2017-08-16,dev_r
2604,2018-12-24mdsi_stds_proj,1,2018-12-24,mdsi_stds_proj
2605,2018-12-03events-of-interest,1,2018-12-03,events-of-interest
2606,2019-02-11dev_machine_learning,1,2019-02-11,dev_machine_learning
2607,2017-03-24mdsi_dvn_aut_18,1,2017-03-24,mdsi_dvn_aut_18
2608,2018-09-15mdsi_dam_spr_18,1,2018-09-15,mdsi_dam_spr_18
2609,2017-05-27boardofstudies,1,2017-05-27,boardofstudies
2610,2016-11-10mdsi_announcements,1,2016-11-10,mdsi_announcements
2611,2018-08-11stds_assign2,1,2018-08-11,stds_assign2
2612,2016-07-03ds_hackathons,1,2016-07-03,ds_hackathons
2613,2017-01-20mdsi_announcements,1,2017-01-20,mdsi_announcements
2614,2017-03-02databusters,1,2017-03-02,databusters
2615,2019-03-11mdsi_dvn_aut_19,1,2019-03-11,mdsi_dvn_aut_19
2616,2018-11-06mdsi_datacamp,1,2018-11-06,mdsi_datacamp
2617,2017-09-27mdsi_announcements,1,2017-09-27,mdsi_announcements
2618,2018-12-28ds_data_ethics,1,2018-12-28,ds_data_ethics
2619,2018-05-08ddm-assignment2,1,2018-05-08,ddm-assignment2
2620,2017-07-24mdsi_cicaround_help,1,2017-07-24,mdsi_cicaround_help
2621,2018-12-22dev_data_vis,1,2018-12-22,dev_data_vis
2622,2018-08-03multivariate_spr_18,1,2018-08-03,multivariate_spr_18
2623,2018-04-10mdsi_dam_aut_18,1,2018-04-10,mdsi_dam_aut_18
2624,2017-07-26ds_cool_stuff,1,2017-07-26,ds_cool_stuff
2625,2017-11-16dev_r,1,2017-11-16,dev_r
2626,2018-08-12mdsi_stds_proj,1,2018-08-12,mdsi_stds_proj
2627,2018-12-07ds_hackathon_unearth,1,2018-12-07,ds_hackathon_unearth
2628,2018-12-09dev_data_vis,1,2018-12-09,dev_data_vis
2629,2018-08-22mdsi_cicaround_help,1,2018-08-22,mdsi_cicaround_help
2630,2017-10-24ds_cool_stuff,1,2017-10-24,ds_cool_stuff
2631,2018-03-26mdsi_electives,1,2018-03-26,mdsi_electives
2632,2018-06-10mdsi_dadm_aut_18,1,2018-06-10,mdsi_dadm_aut_18
2633,2018-09-12mdsi_dam_spr_18,1,2018-09-12,mdsi_dam_spr_18
2634,2016-06-07mdsi_announcements,1,2016-06-07,mdsi_announcements
2635,2018-09-23dev_data_vis,1,2018-09-23,dev_data_vis
2636,2017-10-29ds_jobs,1,2017-10-29,ds_jobs
2637,2016-07-28ds_cool_stuff,1,2016-07-28,ds_cool_stuff
2638,2017-09-30morningpeople,1,2017-09-30,morningpeople
2639,2018-09-07mdsi_announcements,1,2018-09-07,mdsi_announcements
2640,2018-05-14mdsi_dam_aut_18,1,2018-05-14,mdsi_dam_aut_18
2641,2018-12-26dev_python,1,2018-12-26,dev_python
2642,2018-11-26ds_data_ethics,1,2018-11-26,ds_data_ethics
2643,2016-05-28interest-startups,1,2016-05-28,interest-startups
2644,2018-09-16mdsi_announcements,1,2018-09-16,mdsi_announcements
2645,2016-11-30mdsi_electives,1,2016-11-30,mdsi_electives
2646,2018-06-20mdsi_dadm_aut_18,1,2018-06-20,mdsi_dadm_aut_18
2647,2017-03-18ds_jobs,1,2017-03-18,ds_jobs
2648,2017-07-23ilab1_spring_2017,1,2017-07-23,ilab1_spring_2017
2649,2018-05-31mdsi_electives,1,2018-05-31,mdsi_electives
2650,2016-09-04ds_hackathons,1,2016-09-04,ds_hackathons
2651,2018-03-10mdsi_datacamp,1,2018-03-10,mdsi_datacamp
2652,2019-02-10dev_machine_learning,1,2019-02-10,dev_machine_learning
2653,2018-12-12free-stuff,1,2018-12-12,free-stuff
2654,2019-03-14ds_protips,1,2019-03-14,ds_protips
2655,2019-02-28ds_cool_stuff,1,2019-02-28,ds_cool_stuff
2656,2018-05-17dvn2018autteam4,1,2018-05-17,dvn2018autteam4
2657,2017-08-25mdsi_announcements,1,2017-08-25,mdsi_announcements
2658,2016-06-04dev_other,1,2016-06-04,dev_other
2659,2018-09-02ds_cool_stuff,1,2018-09-02,ds_cool_stuff
2660,2018-12-28dev_python,1,2018-12-28,dev_python
2661,2018-06-14mdsi_electives,1,2018-06-14,mdsi_electives
2662,2017-06-13mdsi_dam_aut_18,1,2017-06-13,mdsi_dam_aut_18
2663,2016-08-24interest-startups,1,2016-08-24,interest-startups
2664,2017-05-17ds_protips,1,2017-05-17,ds_protips
2665,2017-03-03dev_data_vis,1,2017-03-03,dev_data_vis
2666,2017-10-07ds_hackathons,1,2017-10-07,ds_hackathons
2667,2016-11-25dev_data_vis,1,2016-11-25,dev_data_vis
2668,2017-04-18mdsi_announcements,1,2017-04-18,mdsi_announcements
2669,2017-10-19ds_jobs,1,2017-10-19,ds_jobs
2670,2017-05-06ds_cool_stuff,1,2017-05-06,ds_cool_stuff
2671,2019-01-31dev_data_vis,1,2019-01-31,dev_data_vis
2672,2018-05-12mdsi_announcements,1,2018-05-12,mdsi_announcements
2673,2019-03-22ds_jobs,1,2019-03-22,ds_jobs
2674,2018-05-13groupadnan,1,2018-05-13,groupadnan
2675,2018-03-13mdsi_dvn_aut_18,1,2018-03-13,mdsi_dvn_aut_18
2676,2018-02-02dev_r,1,2018-02-02,dev_r
2677,2016-09-09ds_protips,1,2016-09-09,ds_protips
2678,2018-05-10dvn2018autteam4,1,2018-05-10,dvn2018autteam4
2679,2016-05-22mdsi_announcements,1,2016-05-22,mdsi_announcements
2680,2017-04-10ds_cool_stuff,1,2017-04-10,ds_cool_stuff
2681,2016-08-27databusters,1,2016-08-27,databusters
2682,2016-06-06interest-startups,1,2016-06-06,interest-startups
2683,2017-09-19ds_cool_stuff,1,2017-09-19,ds_cool_stuff
2684,2019-03-18mdsi_19,1,2019-03-18,mdsi_19
2685,2018-10-30hjl,1,2018-10-30,hjl
2686,2017-09-26mdsi_announcements,1,2017-09-26,mdsi_announcements
2687,2018-02-27mdsi_announcements,1,2018-02-27,mdsi_announcements
2688,2016-11-03github-setup,1,2016-11-03,github-setup
2689,2017-06-01dadm_aut_17,1,2017-06-01,dadm_aut_17
2690,2018-09-18mdsi_dam_spr_18,1,2018-09-18,mdsi_dam_spr_18
2691,2018-09-10spring_stds_assign2,1,2018-09-10,spring_stds_assign2
2692,2017-04-01dev_data_vis,1,2017-04-01,dev_data_vis
2693,2017-08-04datasciencefiction,1,2017-08-04,datasciencefiction
2694,2016-11-28mdsi_announcements,1,2016-11-28,mdsi_announcements
2695,2018-03-22ds_hackathons,1,2018-03-22,ds_hackathons
2696,2016-06-27dev_r,1,2016-06-27,dev_r
2697,2016-11-29ds_cool_stuff,1,2016-11-29,ds_cool_stuff
2698,2018-09-29ds_cool_stuff,1,2018-09-29,ds_cool_stuff
2699,2017-02-01boardofstudies,1,2017-02-01,boardofstudies
2700,2016-11-29ds_hackathons,1,2016-11-29,ds_hackathons
2701,2019-03-16mdsi_electives,1,2019-03-16,mdsi_electives
2702,2016-08-02dsi-notes,1,2016-08-02,dsi-notes
2703,2017-08-25mdsi_deeplearn_spr_17,1,2017-08-25,mdsi_deeplearn_spr_17
2704,2018-03-07mdsi_announcements,1,2018-03-07,mdsi_announcements
2705,2017-09-07mdsi_datacamp,1,2017-09-07,mdsi_datacamp
2706,2017-12-19dev_machine_learning,1,2017-12-19,dev_machine_learning
2707,2016-08-30dev_data_vis,1,2016-08-30,dev_data_vis
2708,2017-04-20databusters,1,2017-04-20,databusters
2709,2016-11-22ds_hackathon_unearth,1,2016-11-22,ds_hackathon_unearth
2710,2017-07-18mdsi_electives,1,2017-07-18,mdsi_electives
2711,2016-11-10ds_protips,1,2016-11-10,ds_protips
2712,2017-12-18ds_privacy,1,2017-12-18,ds_privacy
2713,2017-11-27mdsi_electives,1,2017-11-27,mdsi_electives
2714,2019-03-02dev_machine_learning,1,2019-03-02,dev_machine_learning
2715,2016-11-09databusters,1,2016-11-09,databusters
2716,2018-03-27ds_privacy,1,2018-03-27,ds_privacy
2717,2018-10-09mdsi_ilab1_spr_18,1,2018-10-09,mdsi_ilab1_spr_18
2718,2018-11-12mdsi_dam_spr_18,1,2018-11-12,mdsi_dam_spr_18
2719,2018-06-01dadmat2,1,2018-06-01,dadmat2
2720,2018-05-25dvn-team-1,1,2018-05-25,dvn-team-1
2721,2017-07-28online-courses,1,2017-07-28,online-courses
2722,2017-10-08mdsi_announcements,1,2017-10-08,mdsi_announcements
2723,2017-06-14dadm_aut_17,1,2017-06-14,dadm_aut_17
2724,2018-07-21ds_cool_stuff,1,2018-07-21,ds_cool_stuff
2725,2017-06-05dev_other,1,2017-06-05,dev_other
2726,2018-03-26dev_data_vis,1,2018-03-26,dev_data_vis
2727,2016-05-23ds_cool_stuff,1,2016-05-23,ds_cool_stuff
2728,2017-05-29mdsi_electives,1,2017-05-29,mdsi_electives
2729,2016-11-21pedxhack,1,2016-11-21,pedxhack
2730,2017-10-22mdsi_announcements,1,2017-10-22,mdsi_announcements
2731,2018-03-25mdsi_electives,1,2018-03-25,mdsi_electives
2732,2019-01-30mdsi_announcements,1,2019-01-30,mdsi_announcements
2733,2019-01-28mdsi_announcements,1,2019-01-28,mdsi_announcements
2734,2019-01-30dev_data_vis,1,2019-01-30,dev_data_vis
2735,2017-01-31boardofstudies,1,2017-01-31,boardofstudies
2736,2017-07-27mdsi_announcements,1,2017-07-27,mdsi_announcements
2737,2017-06-16dadm_aut_17,1,2017-06-16,dadm_aut_17
2738,2017-09-08datasciencefiction,1,2017-09-08,datasciencefiction
2739,2017-10-13dev_r,1,2017-10-13,dev_r
2740,2018-08-06mdsi_announcements,1,2018-08-06,mdsi_announcements
2741,2016-08-22mdsi_electives,1,2016-08-22,mdsi_electives
2742,2017-05-01mdsi_announcements,1,2017-05-01,mdsi_announcements
2743,2018-05-26dev_r,1,2018-05-26,dev_r
2744,2017-02-16dev_r,1,2017-02-16,dev_r
2745,2018-09-27mdsi_dam_spr_18,1,2018-09-27,mdsi_dam_spr_18
2746,2018-06-13mdsi_dam_aut_18,1,2018-06-13,mdsi_dam_aut_18
2747,2018-09-06ds_cool_stuff,1,2018-09-06,ds_cool_stuff
2748,2016-09-07dev_data_vis,1,2016-09-07,dev_data_vis
2749,2017-03-26mdsi_dvn_aut_18,1,2017-03-26,mdsi_dvn_aut_18
2750,2019-03-05ds_cool_stuff,1,2019-03-05,ds_cool_stuff
2751,2018-04-13mdsi_announcements,1,2018-04-13,mdsi_announcements
2752,2017-07-28dev_data_vis,1,2017-07-28,dev_data_vis
2753,2017-02-26dev_data_vis,1,2017-02-26,dev_data_vis
2754,2017-02-21mdsi_announcements,1,2017-02-21,mdsi_announcements
2755,2017-03-08ds_cool_stuff,1,2017-03-08,ds_cool_stuff
2756,2018-03-23dev_r,1,2018-03-23,dev_r
2757,2018-11-30mdsi_announcements,1,2018-11-30,mdsi_announcements
2758,2018-05-30ds_cool_stuff,1,2018-05-30,ds_cool_stuff
2759,2017-01-26ds_jobs,1,2017-01-26,ds_jobs
2760,2018-10-12datasciencefiction,1,2018-10-12,datasciencefiction
2761,2017-05-19ds_cool_stuff,1,2017-05-19,ds_cool_stuff
2762,2018-05-08mdsi_announcements,1,2018-05-08,mdsi_announcements
2763,2018-08-20ds_protips,1,2018-08-20,ds_protips
2764,2018-01-24ds_cool_stuff,1,2018-01-24,ds_cool_stuff
2765,2018-08-07mdsi_datacamp,1,2018-08-07,mdsi_datacamp
2766,2018-02-21mdsi_datacamp,1,2018-02-21,mdsi_datacamp
2767,2019-03-06mdsi_dam_aut_19,1,2019-03-06,mdsi_dam_aut_19
2768,2018-11-08dev_python,1,2018-11-08,dev_python
2769,2018-10-17mdsi_announcements,1,2018-10-17,mdsi_announcements
2770,2017-03-14mdsi_help,1,2017-03-14,mdsi_help
2771,2017-07-11mdsi_deeplearn_spr_17,1,2017-07-11,mdsi_deeplearn_spr_17
2772,2019-03-19mdsi_announcements,1,2019-03-19,mdsi_announcements
2773,2017-05-13ds_cool_stuff,1,2017-05-13,ds_cool_stuff
2774,2018-01-05datasciencefiction,1,2018-01-05,datasciencefiction
2775,2018-08-07mdsi_announcements,1,2018-08-07,mdsi_announcements
2776,2017-08-12dev-bash,1,2017-08-12,dev-bash
2777,2017-09-04ds_privacy,1,2017-09-04,ds_privacy
2778,2017-07-05dev_r,1,2017-07-05,dev_r
2779,2018-06-19mdsi_dam_aut_18,1,2018-06-19,mdsi_dam_aut_18
2780,2017-05-20ds_protips,1,2017-05-20,ds_protips
2781,2017-11-26mdsi_deeplearn_spr_17,1,2017-11-26,mdsi_deeplearn_spr_17
2782,2016-08-23ds_cool_stuff,1,2016-08-23,ds_cool_stuff
2783,2017-09-05ds_jobs,1,2017-09-05,ds_jobs
2784,2017-03-26dsi-at2-teamsatata,1,2017-03-26,dsi-at2-teamsatata
2785,2017-09-13mdsi_cicaround_help,1,2017-09-13,mdsi_cicaround_help
2786,2017-01-21ds_cool_stuff,1,2017-01-21,ds_cool_stuff
2787,2018-10-14ds_hackathons,1,2018-10-14,ds_hackathons
2788,2017-04-26statistical_thinking,1,2017-04-26,statistical_thinking
2789,2016-09-22oth_humour,1,2016-09-22,oth_humour
2790,2017-11-15mdsi_announcements,1,2017-11-15,mdsi_announcements
2791,2018-03-22ds_privacy,1,2018-03-22,ds_privacy
2792,2019-01-27dev_r,1,2019-01-27,dev_r
2793,2017-11-18ds_cool_stuff,1,2017-11-18,ds_cool_stuff
2794,2018-03-28mdsi_cicaround_help,1,2018-03-28,mdsi_cicaround_help
2795,2017-02-26ds_cool_stuff,1,2017-02-26,ds_cool_stuff
2796,2016-11-28ds_hackathons,1,2016-11-28,ds_hackathons
2797,2019-02-13dev_machine_learning,1,2019-02-13,dev_machine_learning
2798,2017-03-21ai,1,2017-03-21,ai
2799,2017-04-26ds_cool_stuff,1,2017-04-26,ds_cool_stuff
2800,2018-07-13mdsi_dam_aut_18,1,2018-07-13,mdsi_dam_aut_18
2801,2017-05-07dev_datasets,1,2017-05-07,dev_datasets
2802,2017-05-15dev_datasets,1,2017-05-15,dev_datasets
2803,2019-02-22mdsi_course_review,1,2019-02-22,mdsi_course_review
2804,2019-03-19mdsi_sina_aut_19,1,2019-03-19,mdsi_sina_aut_19
2805,2017-10-18dev_python,1,2017-10-18,dev_python
2806,2017-02-13study-group,1,2017-02-13,study-group
2807,2018-01-24dev_data_vis,1,2018-01-24,dev_data_vis
2808,2016-07-04ds_hackathons,1,2016-07-04,ds_hackathons
2809,2017-06-13ds_jobs,1,2017-06-13,ds_jobs
2810,2016-08-13dev-sql,1,2016-08-13,dev-sql
2811,2017-12-30mdsi_deeplearn_spr_17,1,2017-12-30,mdsi_deeplearn_spr_17
2812,2017-06-01mdsi_announcements,1,2017-06-01,mdsi_announcements
2813,2017-05-24dev_data_vis,1,2017-05-24,dev_data_vis
2814,2018-11-10mdsi_electives,1,2018-11-10,mdsi_electives
2815,2017-09-02mdsi_cicaround_help,1,2017-09-02,mdsi_cicaround_help
2816,2016-10-23interest-startups,1,2016-10-23,interest-startups
2817,2017-12-12boardofstudies,1,2017-12-12,boardofstudies
2818,2018-10-26mdsi_announcements,1,2018-10-26,mdsi_announcements
2819,2018-08-02mdsi_announcements,1,2018-08-02,mdsi_announcements
2820,2018-07-29mdsi_announcements,1,2018-07-29,mdsi_announcements
2821,2017-09-08mdsi_announcements,1,2017-09-08,mdsi_announcements
2822,2017-04-15mdsi_dam_aut_18,1,2017-04-15,mdsi_dam_aut_18
2823,2016-10-07ds_protips,1,2016-10-07,ds_protips
2824,2016-09-21oth_humour,1,2016-09-21,oth_humour
2825,2016-07-05ds_jobs,1,2016-07-05,ds_jobs
2826,2018-10-18mdsi_ilab2_spr_18,1,2018-10-18,mdsi_ilab2_spr_18
2827,2017-10-25ds_cool_stuff,1,2017-10-25,ds_cool_stuff
2828,2017-09-06morningpeople,1,2017-09-06,morningpeople
2829,2018-05-21ds_jobs,1,2018-05-21,ds_jobs
2830,2018-12-06mdsi_electives,1,2018-12-06,mdsi_electives
2831,2017-10-18dev_data_vis,1,2017-10-18,dev_data_vis
2832,2017-09-18ds_cool_stuff,1,2017-09-18,ds_cool_stuff
2833,2018-10-01multivariate_spr_18,1,2018-10-01,multivariate_spr_18
2834,2017-06-16mdsi_deeplearn_spr_17,1,2017-06-16,mdsi_deeplearn_spr_17
2835,2018-03-07ds_cool_stuff,1,2018-03-07,ds_cool_stuff
2836,2016-10-15ds_hackathons,1,2016-10-15,ds_hackathons
2837,2018-08-01mdsi_dam_spr_18,1,2018-08-01,mdsi_dam_spr_18
2838,2017-02-22mdsi_announcements,1,2017-02-22,mdsi_announcements
2839,2018-08-22mdsi_announcements,1,2018-08-22,mdsi_announcements
2840,2017-04-07sleepyheads,1,2017-04-07,sleepyheads
2841,2017-10-19mdsi_electives,1,2017-10-19,mdsi_electives
2842,2016-11-21peppersgroup,1,2016-11-21,peppersgroup
2843,2019-02-07oth_random,1,2019-02-07,oth_random
2844,2018-07-18mdsi_announcements,1,2018-07-18,mdsi_announcements
2845,2016-09-12dev_python,1,2016-09-12,dev_python
2846,2018-06-24mdsi_dam_aut_18,1,2018-06-24,mdsi_dam_aut_18
2847,2016-12-12online-courses,1,2016-12-12,online-courses
2848,2018-07-30mdsi_dam_spr_18,1,2018-07-30,mdsi_dam_spr_18
2849,2018-03-21dev_data_vis,1,2018-03-21,dev_data_vis
2850,2017-08-22mdsi_announcements,1,2017-08-22,mdsi_announcements
2851,2018-12-22dev_machine_learning,1,2018-12-22,dev_machine_learning
2852,2018-03-26ds_hackathons,1,2018-03-26,ds_hackathons
2853,2018-03-19ds_cool_stuff,1,2018-03-19,ds_cool_stuff
2854,2017-12-16mdsi_announcements,1,2017-12-16,mdsi_announcements
2855,2016-08-29ds_jobs,1,2016-08-29,ds_jobs
2856,2019-02-03mdsi_announcements,1,2019-02-03,mdsi_announcements
2857,2018-10-21inconvenienttruth,1,2018-10-21,inconvenienttruth
2858,2017-06-23ds_hackathons,1,2017-06-23,ds_hackathons
2859,2019-02-04oth_random,1,2019-02-04,oth_random
2860,2018-12-22free-stuff,1,2018-12-22,free-stuff
2861,2017-07-04mdsi_electives,1,2017-07-04,mdsi_electives
2862,2018-05-15mdsi_dam_aut_18,1,2018-05-15,mdsi_dam_aut_18
2863,2018-05-11mdsi_dadm_aut_18,1,2018-05-11,mdsi_dadm_aut_18
2864,2018-12-08dev_python,1,2018-12-08,dev_python
2865,2017-09-28ds_cool_stuff,1,2017-09-28,ds_cool_stuff
2866,2019-03-17ds_cool_stuff,1,2019-03-17,ds_cool_stuff
2867,2018-10-06events-of-interest,1,2018-10-06,events-of-interest
2868,2019-01-03dev_data_vis,1,2019-01-03,dev_data_vis
2869,2017-07-16study-group,1,2017-07-16,study-group
2870,2018-02-24mdsi_datacamp,1,2018-02-24,mdsi_datacamp
2871,2017-01-30ds_hackathons,1,2017-01-30,ds_hackathons
2872,2017-11-30mdsi_announcements,1,2017-11-30,mdsi_announcements
2873,2017-06-17ds_cool_stuff,1,2017-06-17,ds_cool_stuff
2874,2017-09-27morningpeople,1,2017-09-27,morningpeople
2875,2018-04-23mdsi_announcements,1,2018-04-23,mdsi_announcements
2876,2017-02-13mdsi_announcements,1,2017-02-13,mdsi_announcements
2877,2017-05-01dadm_aut_17,1,2017-05-01,dadm_aut_17
2878,2017-03-27boardofstudies,1,2017-03-27,boardofstudies
2879,2016-08-08ds_cool_stuff,1,2016-08-08,ds_cool_stuff
2880,2018-02-14mdsi_announcements,1,2018-02-14,mdsi_announcements
2881,2017-05-14dsi-at2-teamsatata,1,2017-05-14,dsi-at2-teamsatata
2882,2018-03-19ds_privacy,1,2018-03-19,ds_privacy
2883,2016-10-22mdsi_announcements,1,2016-10-22,mdsi_announcements
2884,2016-09-11ds_cool_stuff,1,2016-09-11,ds_cool_stuff
2885,2017-10-11dev_r,1,2017-10-11,dev_r
2886,2017-03-29mdsi_electives,1,2017-03-29,mdsi_electives
2887,2018-06-21ds_cool_stuff,1,2018-06-21,ds_cool_stuff
2888,2016-07-20ds_cool_stuff,1,2016-07-20,ds_cool_stuff
2889,2017-03-28sleepyheads,1,2017-03-28,sleepyheads
2890,2017-10-09oth_random,1,2017-10-09,oth_random
2891,2018-08-15ds_protips,1,2018-08-15,ds_protips
2892,2018-04-12mdsi_announcements,1,2018-04-12,mdsi_announcements
2893,2018-01-19mdsi_deeplearn_spr_17,1,2018-01-19,mdsi_deeplearn_spr_17
2894,2018-03-21ds_privacy,1,2018-03-21,ds_privacy
2895,2019-03-08ds_protips,1,2019-03-08,ds_protips
2896,2017-03-07ds_cool_stuff,1,2017-03-07,ds_cool_stuff
2897,2019-03-14mdsi_dam_aut_19,1,2019-03-14,mdsi_dam_aut_19
2898,2018-04-14unix-autumn-2018,1,2018-04-14,unix-autumn-2018
2899,2017-08-19ds_cool_stuff,1,2017-08-19,ds_cool_stuff
2900,2017-05-11dadm_aka_dddm,1,2017-05-11,dadm_aka_dddm
2901,2017-08-13rstudio-web,1,2017-08-13,rstudio-web
2902,2016-07-08dev_r,1,2016-07-08,dev_r
2903,2018-09-27oth_random,1,2018-09-27,oth_random
2904,2017-04-06sleepyheads,1,2017-04-06,sleepyheads
2905,2017-11-04mdsi_deeplearn_spr_17,1,2017-11-04,mdsi_deeplearn_spr_17
2906,2017-09-06mdsi_announcements,1,2017-09-06,mdsi_announcements
2907,2018-01-14mdsi_deeplearn_spr_17,1,2018-01-14,mdsi_deeplearn_spr_17
2908,2018-01-22mdsi_announcements,1,2018-01-22,mdsi_announcements
2909,2018-04-04unix-autumn-2018,1,2018-04-04,unix-autumn-2018
2910,2016-11-19pedxhack,1,2016-11-19,pedxhack
2911,2018-12-11mdsi_announcements,1,2018-12-11,mdsi_announcements
2912,2017-03-14interest-startups,1,2017-03-14,interest-startups
2913,2016-10-25dev_r,1,2016-10-25,dev_r
2914,2017-04-10dev_datasets,1,2017-04-10,dev_datasets
2915,2018-09-24mdsi_announcements,1,2018-09-24,mdsi_announcements
2916,2018-10-25mdsi_stds_proj,1,2018-10-25,mdsi_stds_proj
2917,2017-07-31ds_protips,1,2017-07-31,ds_protips
